league,season,team,player,nation,pos,age,born,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP
ENG-Premier League,2025-26,Crystal Palace,Adam Wharton,ENG,MF,21-090,2004,1.9,50,67,74.6,940,309,16,20,80.0,28,31,90.3,4,12,33.3,0,0.4,0.1,-0.4,3,10,2,0,9
ENG-Premier League,2025-26,Crystal Palace,Chris Richards,USA,DF,25-156,2000,2.0,51,64,79.7,1013,381,16,19,84.2,30,34,88.2,5,9,55.6,0,0.0,0.0,0.0,0,2,0,0,3
ENG-Premier League,2025-26,Crystal Palace,Daniel Muñoz,COL,"DF,MF",29-097,1996,2.0,42,60,70.0,836,330,18,23,78.3,17,22,77.3,7,11,63.6,1,0.6,0.3,0.4,1,0,2,2,5
ENG-Premier League,2025-26,Crystal Palace,Dean Henderson,ENG,GK,28-172,1997,2.0,50,71,70.4,1223,820,23,23,100.0,15,16,93.8,12,32,37.5,0,0.0,0.0,0.0,1,2,0,0,0
ENG-Premier League,2025-26,Crystal Palace,Eberechi Eze,ENG,MF,27-063,1998,0.9,16,25,64.0,241,34,7,9,77.8,7,10,70.0,1,5,20.0,0,0.0,0.0,0.0,0,2,0,0,1
ENG-Premier League,2025-26,Crystal Palace,Ismaila Sarr,SEN,"MF,FW",27-187,1998,2.0,22,33,66.7,336,103,12,15,80.0,8,10,80.0,1,4,25.0,0,0.0,0.1,0.0,1,3,2,0,6
ENG-Premier League,2025-26,Crystal Palace,Jean-Philippe Mateta,FRA,FW,28-064,1997,2.0,15,23,65.2,203,36,9,13,69.2,2,2,100.0,2,4,50.0,0,0.0,0.0,0.0,0,2,0,0,3
ENG-Premier League,2025-26,Crystal Palace,Jefferson Lerma,COL,MF,30-310,1994,0.3,4,7,57.1,72,32,2,2,100.0,1,2,50.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0
ENG-Premier League,2025-26,Crystal Palace,Justin Devenny,NIR,"FW,MF",21-324,2003,0.8,17,24,70.8,210,18,12,15,80.0,4,6,66.7,0,1,0.0,0,0.0,0.0,0.0,0,2,0,0,1
ENG-Premier League,2025-26,Crystal Palace,Marc Guéhi,ENG,DF,25-049,2000,2.0,65,81,80.2,1180,531,22,22,100.0,36,42,85.7,6,14,42.9,0,0.0,0.0,0.0,1,3,0,0,7
ENG-Premier League,2025-26,Crystal Palace,Maxence Lacroix,FRA,DF,25-147,2000,2.0,54,65,83.1,888,244,25,28,89.3,26,30,86.7,2,5,40.0,0,0.0,0.0,0.0,0,0,0,0,1
ENG-Premier League,2025-26,Crystal Palace,Odsonne Édouard,FRA,FW,27-227,1998,0.0,0,1,0.0,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ENG-Premier League,2025-26,Crystal Palace,Romain Esse,ENG,FW,20-110,2005,0.3,5,7,71.4,72,29,2,2,100.0,2,3,66.7,0,0,,0,0.0,0.0,0.0,0,1,1,0,2
ENG-Premier League,2025-26,Crystal Palace,Tyrick Mitchell,ENG,"DF,MF",25-364,1999,2.0,58,89,65.2,860,383,33,38,86.8,20,31,64.5,3,12,25.0,0,0.1,0.1,-0.1,2,2,1,1,1
ENG-Premier League,2025-26,Crystal Palace,Will Hughes,ENG,MF,30-136,1995,1.8,42,53,79.2,621,283,23,28,82.1,14,15,93.3,3,7,42.9,0,0.3,0.3,-0.3,3,3,3,1,11
ENG-Premier League,2025-26,Everton,Beto,GNB,FW,27-212,1998,2.1,16,28,57.1,190,22,11,18,61.1,5,9,55.6,0,0,,0,0.1,0.1,-0.1,1,1,0,0,1
ENG-Premier League,2025-26,Everton,Carlos Alcaraz,ARG,"FW,MF",22-274,2002,1.3,27,34,79.4,485,26,11,14,78.6,13,16,81.3,3,3,100.0,0,0.0,0.0,0.0,0,1,0,0,1
ENG-Premier League,2025-26,Everton,Dwight McNeil,ENG,FW,25-282,1999,0.2,5,6,83.3,66,8,4,5,80.0,1,1,100.0,0,0,,0,0.1,0.0,-0.1,1,0,0,0,0
ENG-Premier League,2025-26,Everton,Harrison Armstrong,ENG,FW,18-224,2007,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ENG-Premier League,2025-26,Everton,Idrissa Gana Gueye,SEN,MF,35-339,1989,2.8,102,121,84.3,1568,416,53,59,89.8,45,52,86.5,4,7,57.1,0,0.1,0.2,-0.1,2,7,2,1,11
ENG-Premier League,2025-26,Everton,Iliman Ndiaye,SEN,FW,25-178,2000,2.7,49,66,74.2,595,61,30,35,85.7,14,20,70.0,0,1,0.0,0,0.2,0.1,-0.2,3,2,0,0,3
ENG-Premier League,2025-26,Everton,Jack Grealish,ENG,FW,29-355,1995,2.2,72,85,84.7,1021,282,42,46,91.3,24,27,88.9,2,3,66.7,4,1.6,1.3,2.4,5,7,2,0,11
ENG-Premier League,2025-26,Everton,Jake O'Brien,IRL,DF,24-108,2001,3.0,77,125,61.6,1481,495,31,42,73.8,37,58,63.8,8,18,44.4,0,0.0,0.0,0.0,0,7,0,0,8
ENG-Premier League,2025-26,Everton,James Garner,ENG,"DF,MF",24-171,2001,3.0,127,159,79.9,2205,752,56,64,87.5,58,72,80.6,11,18,61.1,0,0.2,0.1,-0.2,2,10,1,0,11
ENG-Premier League,2025-26,Everton,James Tarkowski,ENG,DF,32-285,1992,3.0,101,133,75.9,2291,725,22,25,88.0,62,71,87.3,17,33,51.5,0,0.0,0.0,0.0,0,9,0,0,9
ENG-Premier League,2025-26,Everton,Jordan Pickford,ENG,GK,31-177,1994,3.0,94,148,63.5,3348,2584,9,9,100.0,40,41,97.6,45,98,45.9,0,0.0,0.0,0.0,0,11,0,0,0
ENG-Premier League,2025-26,Everton,Kiernan Dewsbury-Hall,ENG,MF,26-359,1998,3.0,93,113,82.3,1500,421,49,56,87.5,32,35,91.4,10,17,58.8,1,1.4,1.2,-0.4,8,11,9,2,15
ENG-Premier League,2025-26,Everton,Michael Keane,ENG,DF,32-232,1993,3.0,95,116,81.9,2178,708,18,21,85.7,63,68,92.6,14,26,53.8,0,0.0,0.0,0.0,0,5,0,0,5
ENG-Premier League,2025-26,Everton,Séamus Coleman,IRL,FW,36-324,1988,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ENG-Premier League,2025-26,Everton,Thierno Barry,FRA,"FW,MF",22-314,2002,0.9,14,23,60.9,172,21,9,11,81.8,3,8,37.5,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1
ENG-Premier League,2025-26,Everton,Tim Iroegbunam,ENG,MF,22-062,2003,1.7,28,43,65.1,461,104,13,20,65.0,14,18,77.8,1,1,100.0,0,0.0,0.0,0.0,0,3,0,0,2
ENG-Premier League,2025-26,Everton,Vitaliy Mykolenko,UKR,DF,26-094,1999,1.0,36,47,76.6,575,224,17,19,89.5,18,22,81.8,1,5,20.0,0,0.0,0.1,0.0,0,2,1,0,6
ENG-Premier League,2025-26,Fulham,Adama Traoré,ESP,FW,29-218,1996,0.4,11,15,73.3,126,28,8,8,100.0,2,4,50.0,0,1,0.0,0,0.1,0.1,-0.1,1,0,1,1,0
ENG-Premier League,2025-26,Fulham,Alex Iwobi,NGA,FW,29-120,1996,2.6,100,133,75.2,1773,559,41,51,80.4,45,58,77.6,10,14,71.4,1,1.0,0.6,0.0,4,9,12,2,21
ENG-Premier League,2025-26,Fulham,Antonee Robinson,USA,DF,28-023,1997,0.6,40,47,85.1,733,296,16,17,94.1,17,20,85.0,5,6,83.3,0,0.0,0.1,0.0,1,2,1,1,4
ENG-Premier League,2025-26,Fulham,Bernd Leno,GER,GK,33-180,1992,3.0,105,145,72.4,2565,1649,25,25,100.0,56,56,100.0,24,64,37.5,0,0.0,0.0,0.0,0,0,0,0,0
ENG-Premier League,2025-26,Fulham,Calvin Bassey,NGA,DF,25-243,1999,3.0,148,173,85.5,2404,871,70,79,88.6,66,72,91.7,9,15,60.0,0,0.0,0.0,0.0,0,8,1,0,3
ENG-Premier League,2025-26,Fulham,Emile Smith Rowe,ENG,"MF,FW",25-034,2000,0.6,32,34,94.1,487,61,18,19,94.7,8,9,88.9,4,4,100.0,0,0.0,0.0,0.0,1,2,2,0,2
ENG-Premier League,2025-26,Fulham,Harry Wilson,WAL,FW,28-162,1997,1.7,30,38,78.9,541,102,15,16,93.8,7,9,77.8,6,9,66.7,0,0.0,0.1,0.0,0,3,1,0,2
ENG-Premier League,2025-26,Fulham,Joachim Andersen,DEN,DF,29-092,1996,3.0,149,172,86.6,3128,1025,49,54,90.7,73,78,93.6,25,36,69.4,0,0.7,0.7,-0.7,2,19,3,0,11
ENG-Premier League,2025-26,Fulham,Jorge Cuenca,ESP,DF,25-287,1999,0.9,50,56,89.3,854,357,19,19,100.0,28,28,100.0,2,6,33.3,0,0.0,0.0,0.0,0,1,0,0,2
ENG-Premier League,2025-26,Fulham,Joshua King,ENG,MF,18-240,2007,2.4,49,59,83.1,688,152,30,33,90.9,17,17,100.0,0,1,0.0,0,0.1,0.2,-0.1,2,5,2,0,14
ENG-Premier League,2025-26,Fulham,Kenny Tete,NED,DF,29-326,1995,3.0,117,141,83.0,1908,841,62,67,92.5,39,46,84.8,13,21,61.9,0,0.1,0.4,-0.1,1,9,2,1,14
ENG-Premier League,2025-26,Fulham,Raúl Jiménez,MEX,FW,34-118,1991,1.3,17,26,65.4,211,18,12,14,85.7,3,6,50.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,2
ENG-Premier League,2025-26,Fulham,Rodrigo Muniz,BRA,FW,24-119,2001,1.7,3,18,16.7,36,15,2,4,50.0,1,7,14.3,0,3,0.0,0,0.1,0.0,-0.1,2,0,0,0,1
ENG-Premier League,2025-26,Fulham,Ryan Sessegnon,ENG,DF,25-105,2000,1.4,44,59,74.6,734,234,20,26,76.9,21,24,87.5,2,4,50.0,0,0.2,0.2,-0.2,1,4,2,0,5
ENG-Premier League,2025-26,Fulham,Sander Berge,NOR,MF,27-198,1998,2.7,96,110,87.3,1569,509,44,47,93.6,47,51,92.2,4,6,66.7,0,0.0,0.1,0.0,0,11,2,0,14
ENG-Premier League,2025-26,Fulham,Saša Lukić,SRB,MF,29-018,1996,3.0,93,116,80.2,1606,393,41,47,87.2,37,43,86.0,13,22,59.1,0,0.6,0.6,-0.6,7,3,4,1,7
ENG-Premier League,2025-26,Fulham,Timothy Castagne,BEL,"FW,DF",29-269,1995,1.4,35,46,76.1,471,166,22,28,78.6,9,13,69.2,2,3,66.7,0,0.1,0.1,-0.1,1,0,3,1,3
ENG-Premier League,2025-26,Fulham,Tom Cairney,SCO,MF,34-223,1991,0.3,12,16,75.0,221,29,1,2,50.0,10,13,76.9,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ENG-Premier League,2025-26,Leeds United,Anton Stach,GER,MF,26-289,1998,3.0,93,123,75.6,1457,490,51,58,87.9,23,28,82.1,11,22,50.0,0,0.6,0.4,-0.6,9,11,2,1,19
ENG-Premier League,2025-26,Leeds United,Ao Tanaka,JPN,MF,26-355,1998,1.6,61,72,84.7,906,190,35,40,87.5,19,22,86.4,4,4,100.0,0,0.1,0.0,-0.1,2,7,1,0,6
ENG-Premier League,2025-26,Leeds United,Brenden Aaronson,USA,FW,24-313,2000,0.9,18,24,75.0,185,49,13,14,92.9,3,5,60.0,0,2,0.0,0,0.2,0.3,-0.2,2,0,2,0,2
ENG-Premier League,2025-26,Leeds United,Daniel James,WAL,FW,27-294,1997,2.2,23,48,47.9,341,148,12,22,54.5,6,12,50.0,3,6,50.0,0,0.4,0.2,-0.4,2,3,2,1,5
ENG-Premier League,2025-26,Leeds United,Dominic Calvert-Lewin,ENG,FW,28-168,1997,0.2,5,6,83.3,65,1,3,4,75.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ENG-Premier League,2025-26,Leeds United,Ethan Ampadu,WAL,MF,24-351,2000,0.9,51,66,77.3,837,181,26,32,81.3,15,18,83.3,7,12,58.3,0,0.0,0.0,0.0,0,3,0,0,3
ENG-Premier League,2025-26,Leeds United,Gabriel Gudmundsson,SWE,DF,26-124,1999,2.9,99,133,74.4,1322,516,67,79,84.8,20,28,71.4,7,15,46.7,0,0.2,0.2,-0.2,4,6,3,2,8
ENG-Premier League,2025-26,Leeds United,Ilia Gruev,BUL,MF,25-117,2000,2.1,90,97,92.8,1373,266,51,53,96.2,29,33,87.9,7,7,100.0,0,0.0,0.0,0.0,0,9,0,0,6
ENG-Premier League,2025-26,Leeds United,Jack Harrison,ENG,FW,28-284,1996,0.5,11,22,50.0,186,81,7,9,77.8,3,7,42.9,1,5,20.0,0,0.0,0.0,0.0,0,2,1,0,2
ENG-Premier League,2025-26,Leeds United,James Justin,ENG,DF,27-189,1998,0.1,2,2,100.0,55,0,0,0,,1,1,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
ENG-Premier League,2025-26,Leeds United,Jayden Bogle,ENG,DF,25-035,2000,2.9,74,99,74.7,1124,339,38,42,90.5,28,38,73.7,2,7,28.6,0,0.0,0.0,0.0,1,4,1,0,9
ENG-Premier League,2025-26,Leeds United,Joe Rodon,WAL,DF,27-313,1997,3.0,120,138,87.0,2187,539,39,46,84.8,69,73,94.5,9,15,60.0,0,0.0,0.0,0.0,0,3,0,0,8
ENG-Premier League,2025-26,Leeds United,Joël Piroe,NED,FW,26-029,1999,1.5,24,29,82.8,339,38,13,16,81.3,6,6,100.0,1,1,100.0,0,0.0,0.0,0.0,0,3,0,0,1
ENG-Premier League,2025-26,Leeds United,Lucas Perri,BRA,GK,27-264,1997,3.0,55,112,49.1,1926,1470,7,7,100.0,19,20,95.0,29,85,34.1,0,0.0,0.0,0.0,0,3,0,0,0
ENG-Premier League,2025-26,Leeds United,Lukas Nmecha,GER,FW,26-260,1998,1.3,22,31,71.0,235,15,15,18,83.3,4,6,66.7,0,0,,0,0.0,0.0,0.0,0,0,0,0,1
ENG-Premier League,2025-26,Leeds United,Noah Okafor,SUI,FW,25-099,2000,0.3,6,6,100.0,78,49,3,3,100.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ENG-Premier League,2025-26,Leeds United,Pascal Struijk,NED,DF,26-020,1999,3.0,162,173,93.6,2805,1023,74,76,97.4,77,79,97.5,8,11,72.7,0,0.0,0.0,0.0,1,14,0,0,7
ENG-Premier League,2025-26,Leeds United,Sam Byram,ENG,DF,31-349,1993,0.1,1,1,100.0,12,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ENG-Premier League,2025-26,Leeds United,Sean Longstaff,ENG,MF,27-305,1997,1.4,37,43,86.0,559,81,19,20,95.0,15,15,100.0,2,4,50.0,0,0.0,0.0,0.0,1,2,0,0,2
ENG-Premier League,2025-26,Leeds United,Wilfried Gnonto,ITA,FW,21-299,2003,2.1,55,70,78.6,693,80,40,43,93.0,8,14,57.1,3,4,75.0,0,0.1,0.1,-0.1,1,1,1,0,4
ENG-Premier League,2025-26,Liverpool,Alexis Mac Allister,ARG,MF,26-250,1998,0.8,40,47,85.1,512,157,26,30,86.7,13,13,100.0,0,0,,1,0.5,0.0,0.5,1,3,0,0,4
ENG-Premier League,2025-26,Liverpool,Alisson,BRA,GK,32-333,1992,2.0,63,80,78.8,1734,1245,18,18,100.0,22,23,95.7,23,39,59.0,0,0.0,0.0,0.0,0,3,0,0,2
ENG-Premier League,2025-26,Liverpool,Andrew Robertson,SCO,DF,31-173,1994,0.3,10,14,71.4,186,86,4,6,66.7,5,7,71.4,1,1,100.0,0,0.0,0.0,0.0,0,1,1,1,0
ENG-Premier League,2025-26,Liverpool,Cody Gakpo,NED,FW,26-116,1999,2.0,34,52,65.4,453,146,22,26,84.6,10,18,55.6,1,3,33.3,2,0.7,0.5,1.3,5,3,3,0,6
ENG-Premier League,2025-26,Liverpool,Conor Bradley,NIR,DF,22-053,2003,0.1,11,13,84.6,146,25,7,7,100.0,4,6,66.7,0,0,,0,0.0,0.0,0.0,0,1,1,0,1
ENG-Premier League,2025-26,Liverpool,Curtis Jones,ENG,MF,24-213,2001,1.2,59,68,86.8,940,278,30,32,93.8,26,27,96.3,2,5,40.0,0,0.1,0.1,-0.1,1,5,3,0,11
ENG-Premier League,2025-26,Liverpool,Dominik Szoboszlai,HUN,"MF,DF",24-310,2000,2.0,112,130,86.2,1989,451,50,51,98.0,41,46,89.1,15,22,68.2,0,0.2,0.1,-0.2,2,14,1,0,9
ENG-Premier League,2025-26,Liverpool,Federico Chiesa,ITA,FW,27-310,1997,0.2,5,5,100.0,58,15,4,4,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ENG-Premier League,2025-26,Liverpool,Florian Wirtz,GER,MF,22-120,2003,1.8,68,86,79.1,1231,388,33,37,89.2,24,31,77.4,9,13,69.2,0,0.3,0.4,-0.3,3,10,1,0,9
ENG-Premier League,2025-26,Liverpool,Harvey Elliott,ENG,"MF,FW",22-149,2003,0.0,4,8,50.0,52,7,3,6,50.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
ENG-Premier League,2025-26,Liverpool,Hugo Ekitike,FRA,FW,23-072,2002,1.7,21,37,56.8,294,79,13,17,76.5,6,12,50.0,2,2,100.0,1,0.3,0.1,0.7,4,1,1,0,5
ENG-Premier League,2025-26,Liverpool,Ibrahima Konaté,FRA,DF,26-098,1999,2.0,80,87,92.0,1375,381,33,33,100.0,43,45,95.6,4,7,57.1,0,0.0,0.0,0.0,0,6,0,0,6
ENG-Premier League,2025-26,Liverpool,Jeremie Frimpong,NED,DF,24-264,2000,0.7,14,19,73.7,181,35,7,8,87.5,5,8,62.5,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ENG-Premier League,2025-26,Liverpool,Joe Gomez,ENG,DF,28-100,1997,0.2,10,14,71.4,162,93,5,5,100.0,5,6,83.3,0,3,0.0,0,0.0,0.0,0.0,0,1,0,0,1
ENG-Premier League,2025-26,Liverpool,Milos Kerkez,HUN,DF,21-297,2003,1.7,73,91,80.2,1277,509,38,40,95.0,30,38,78.9,5,11,45.5,0,0.0,0.0,0.0,0,5,1,0,6
ENG-Premier League,2025-26,Liverpool,Mohamed Salah,EGY,FW,33-077,1992,2.0,39,63,61.9,680,252,21,26,80.8,10,23,43.5,7,11,63.6,1,0.5,0.3,0.5,3,1,4,2,8
ENG-Premier League,2025-26,Liverpool,Rio Ngumoha,ENG,FW,17-002,2008,0.0,1,2,50.0,19,0,0,0,,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ENG-Premier League,2025-26,Liverpool,Ryan Gravenberch,NED,MF,23-107,2002,1.0,43,48,89.6,668,142,23,23,100.0,19,20,95.0,0,3,0.0,0,0.0,0.0,0.0,0,3,0,0,3
ENG-Premier League,2025-26,Liverpool,Virgil van Dijk,NED,DF,34-054,1991,2.0,117,136,86.0,2071,1057,49,51,96.1,58,63,92.1,7,18,38.9,0,0.0,0.0,0.0,0,5,0,0,5
ENG-Premier League,2025-26,Liverpool,Wataru Endo,JPN,"MF,DF",32-203,1993,0.4,16,17,94.1,242,77,13,14,92.9,1,1,100.0,2,2,100.0,1,0.1,0.0,0.9,1,3,0,0,1
ENG-Premier League,2025-26,Manchester City,Abdukodir Khusanov,UZB,DF,21-183,2004,0.1,4,4,100.0,91,46,0,0,,4,4,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ENG-Premier League,2025-26,Manchester City,Bernardo Silva,POR,MF,31-021,1994,1.1,57,65,87.7,950,193,30,32,93.8,21,24,87.5,6,9,66.7,0,1.0,0.5,-1.0,4,3,1,1,4
ENG-Premier League,2025-26,Manchester City,Erling Haaland,NOR,FW,25-041,2000,1.8,12,18,66.7,115,37,6,9,66.7,3,4,75.0,0,1,0.0,0,0.6,0.3,-0.6,1,0,1,0,1
ENG-Premier League,2025-26,Manchester City,James Trafford,ENG,GK,22-325,2002,2.0,53,73,72.6,1069,622,17,19,89.5,28,28,100.0,8,25,32.0,0,0.0,0.0,0.0,0,0,0,0,0
ENG-Premier League,2025-26,Manchester City,Jeremy Doku,BEL,"FW,MF",23-096,2002,1.1,29,35,82.9,405,57,18,19,94.7,11,12,91.7,0,1,0.0,0,0.2,0.3,-0.2,1,0,1,0,1
ENG-Premier League,2025-26,Manchester City,John Stones,ENG,DF,31-095,1994,1.9,131,146,89.7,2169,857,55,57,96.5,70,75,93.3,5,11,45.5,0,0.0,0.0,0.0,0,6,1,0,12
ENG-Premier League,2025-26,Manchester City,Matheus Nunes,POR,DF,27-004,1998,0.3,18,20,90.0,253,51,15,15,100.0,2,3,66.7,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
ENG-Premier League,2025-26,Manchester City,Nathan Aké,NED,DF,30-194,1995,0.8,33,39,84.6,571,201,13,13,100.0,15,20,75.0,4,5,80.0,0,0.0,0.1,0.0,0,0,2,2,2
ENG-Premier League,2025-26,Manchester City,Nico O’Reilly,ENG,MF,20-163,2005,0.3,18,18,100.0,214,21,13,13,100.0,5,5,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ENG-Premier League,2025-26,Manchester City,Nicolás González,ESP,MF,23-240,2002,1.8,124,134,92.5,1768,535,72,74,97.3,47,52,90.4,3,4,75.0,0,0.0,0.1,0.0,0,16,0,0,16
ENG-Premier League,2025-26,Manchester City,Omar Marmoush,EGY,"MF,FW",26-205,1999,0.9,16,22,72.7,196,7,11,12,91.7,4,6,66.7,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ENG-Premier League,2025-26,Manchester City,Oscar Bobb,NOR,"FW,MF",22-050,2003,1.8,59,64,92.2,852,257,37,40,92.5,16,17,94.1,3,4,75.0,1,0.2,0.3,0.8,4,2,7,1,8
ENG-Premier League,2025-26,Manchester City,Phil Foden,ENG,MF,25-095,2000,0.2,10,17,58.8,238,71,4,5,80.0,4,7,57.1,2,4,50.0,0,0.0,0.0,0.0,1,1,0,0,3
ENG-Premier League,2025-26,Manchester City,Rayan Aït-Nouri,ALG,DF,24-086,2001,1.2,69,77,89.6,1004,242,44,46,95.7,23,24,95.8,2,4,50.0,0,0.0,0.0,0.0,1,4,0,0,6
ENG-Premier League,2025-26,Manchester City,Rayan Cherki,FRA,"MF,FW",22-014,2003,0.8,53,64,82.8,736,236,31,34,91.2,17,19,89.5,2,6,33.3,0,0.5,0.5,-0.5,1,7,3,0,6
ENG-Premier League,2025-26,Manchester City,Rico Lewis,ENG,DF,20-283,2004,1.7,104,116,89.7,1712,389,51,53,96.2,43,46,93.5,8,12,66.7,1,1.0,0.7,0.0,2,11,0,0,15
ENG-Premier League,2025-26,Manchester City,Rodri,ESP,MF,29-070,1996,0.2,15,17,88.2,307,73,6,8,75.0,5,5,100.0,3,3,100.0,0,0.0,0.0,0.0,1,2,0,0,2
ENG-Premier League,2025-26,Manchester City,Rúben Dias,POR,DF,28-109,1997,2.0,130,143,90.9,2177,917,60,64,93.8,64,67,95.5,5,10,50.0,0,0.0,0.1,0.0,0,5,0,0,8
ENG-Premier League,2025-26,Manchester City,Tijjani Reijnders,NED,MF,27-033,1998,2.0,88,103,85.4,1281,252,56,58,96.6,27,32,84.4,3,9,33.3,1,0.1,0.2,0.9,1,11,2,0,11
ENG-Premier League,2025-26,Manchester Utd,Altay Bayındır,TUR,GK,27-139,1998,3.0,76,109,69.7,2160,1624,14,14,100.0,38,39,97.4,24,56,42.9,0,0.2,0.0,-0.2,1,4,1,0,0
ENG-Premier League,2025-26,Manchester Utd,Amad Diallo,CIV,DF,23-051,2002,2.0,77,88,87.5,986,287,58,61,95.1,14,20,70.0,2,2,100.0,0,0.1,0.1,-0.1,3,3,4,0,10
ENG-Premier League,2025-26,Manchester Utd,Ayden Heaven,ENG,DF,18-343,2006,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ENG-Premier League,2025-26,Manchester Utd,Benjamin Šeško,SVN,FW,22-092,2003,0.9,17,20,85.0,239,49,8,9,88.9,4,5,80.0,2,2,100.0,0,0.1,0.1,-0.1,2,2,0,0,1
ENG-Premier League,2025-26,Manchester Utd,Bruno Fernandes,POR,MF,30-357,1994,3.0,165,205,80.5,3078,940,76,80,95.0,57,62,91.9,29,51,56.9,0,0.7,0.6,-0.7,12,18,3,1,22
ENG-Premier League,2025-26,Manchester Utd,Bryan Mbeumo,CMR,MF,26-024,1999,3.0,72,98,73.5,1262,304,36,45,80.0,18,24,75.0,11,15,73.3,0,1.3,1.0,-1.3,9,3,6,3,7
ENG-Premier League,2025-26,Manchester Utd,Casemiro,BRA,MF,33-189,1992,2.1,87,110,79.1,1615,492,40,45,88.9,32,38,84.2,14,21,66.7,0,0.1,0.0,-0.1,1,5,0,0,9
ENG-Premier League,2025-26,Manchester Utd,Diogo Dalot,POR,DF,26-166,1999,2.0,70,92,76.1,1149,380,39,46,84.8,23,32,71.9,7,11,63.6,1,0.7,0.6,0.3,3,3,3,3,5
ENG-Premier League,2025-26,Manchester Utd,Harry Maguire,ENG,DF,32-179,1993,0.2,6,8,75.0,136,48,2,3,66.7,3,4,75.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,0
ENG-Premier League,2025-26,Manchester Utd,Joshua Zirkzee,NED,"FW,MF",24-101,2001,0.7,22,27,81.5,242,68,20,23,87.0,2,4,50.0,0,0,,0,0.0,0.0,0.0,1,2,0,0,3
ENG-Premier League,2025-26,Manchester Utd,Kobbie Mainoo,ENG,MF,20-134,2005,0.5,19,24,79.2,310,78,9,11,81.8,6,7,85.7,2,2,100.0,0,0.1,0.1,-0.1,1,2,1,1,3
ENG-Premier League,2025-26,Manchester Utd,Leny Yoro,FRA,DF,19-291,2005,2.9,124,142,87.3,2170,761,60,62,96.8,56,62,90.3,8,16,50.0,0,0.0,0.0,0.0,1,10,1,1,9
ENG-Premier League,2025-26,Manchester Utd,Luke Shaw,ENG,DF,30-050,1995,2.8,158,188,84.0,2584,871,93,104,89.4,41,47,87.2,17,25,68.0,0,0.1,0.0,-0.1,1,17,1,0,16
ENG-Premier League,2025-26,Manchester Utd,Manuel Ugarte Ribeiro,URU,MF,24-142,2001,0.5,23,29,79.3,428,91,9,13,69.2,12,13,92.3,1,2,50.0,0,0.0,0.0,0.0,1,6,0,0,6
ENG-Premier League,2025-26,Manchester Utd,Mason Mount,ENG,MF,26-233,1999,2.0,50,67,74.6,830,290,25,30,83.3,13,15,86.7,8,15,53.3,0,0.3,0.4,-0.3,5,12,2,0,12
ENG-Premier League,2025-26,Manchester Utd,Matheus Cunha,BRA,"FW,MF",26-096,1999,2.3,42,50,84.0,539,140,25,27,92.6,10,15,66.7,3,4,75.0,0,0.2,0.2,-0.2,3,2,3,1,8
ENG-Premier League,2025-26,Manchester Utd,Matthijs de Ligt,NED,DF,26-019,1999,3.0,132,148,89.2,2538,802,43,48,89.6,75,80,93.8,12,17,70.6,0,0.2,0.1,-0.2,1,6,2,1,8
ENG-Premier League,2025-26,Manchester Utd,Noussair Mazraoui,MAR,DF,27-290,1997,0.1,8,9,88.9,106,33,3,4,75.0,4,4,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,2
ENG-Premier League,2025-26,Manchester Utd,Patrick Dorgu,DEN,DF,20-309,2004,2.0,58,81,71.6,781,130,33,44,75.0,22,30,73.3,0,1,0.0,0,0.0,0.1,0.0,0,3,3,0,5
ENG-Premier League,2025-26,Newcastle Utd,Anthony Elanga,SWE,FW,23-126,2002,2.2,36,66,54.5,497,116,19,29,65.5,11,20,55.0,3,11,27.3,0,0.3,0.1,-0.3,3,1,2,2,2
