league,season,team,player,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
ENG-Premier League,2023-24,Brentford,Mikkel Damsgaard,DEN,MF,23,2000,23,7,842,9.4,0,2,2,0,0,0,2,0,0.9,0.9,1.4,2.4,16,61,32,0.0,0.21,0.21,0.0,0.21,0.1,0.16,0.25,0.1,0.25
ENG-Premier League,2023-24,Brentford,Myles Peart-Harris,ENG,"DF,MF",20,2002,3,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12
ENG-Premier League,2023-24,Brentford,Nathan Collins,IRL,DF,22,2001,32,29,2652,29.5,1,1,2,1,0,0,3,0,1.7,1.7,2.2,3.9,11,97,18,0.03,0.03,0.07,0.03,0.07,0.06,0.07,0.13,0.06,0.13
ENG-Premier League,2023-24,Brentford,Neal Maupay,FRA,FW,26,1996,29,13,1321,14.7,6,3,9,6,0,0,8,0,5.7,5.7,2.3,8.1,21,37,91,0.41,0.2,0.61,0.41,0.61,0.39,0.16,0.55,0.39,0.55
ENG-Premier League,2023-24,Brentford,Rico Henry,ENG,DF,26,1997,5,5,401,4.5,0,1,1,0,0,0,1,0,0.1,0.1,1.0,1.1,13,20,12,0.0,0.22,0.22,0.0,0.22,0.02,0.22,0.24,0.02,0.24
ENG-Premier League,2023-24,Brentford,Saman Ghoddos,IRN,DF,29,1993,19,7,739,8.2,1,0,1,1,0,0,5,0,0.3,0.3,1.1,1.4,22,36,31,0.12,0.0,0.12,0.12,0.12,0.04,0.13,0.17,0.04,0.17
ENG-Premier League,2023-24,Brentford,Sergio Reguilón,ESP,DF,26,1996,16,14,1118,12.4,0,4,4,0,0,0,4,1,0.8,0.8,2.8,3.6,34,38,40,0.0,0.32,0.32,0.0,0.32,0.06,0.23,0.29,0.06,0.29
ENG-Premier League,2023-24,Brentford,Shandon Baptiste,GRN,MF,25,1998,10,2,229,2.5,1,1,2,1,0,0,1,0,0.9,0.9,0.2,1.1,3,5,1,0.39,0.39,0.79,0.39,0.79,0.35,0.08,0.43,0.35,0.43
ENG-Premier League,2023-24,Brentford,Thomas Strakosha,ALB,GK,28,1995,2,1,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2023-24,Brentford,Vitaly Janelt,GER,"MF,DF",25,1998,38,37,3054,33.9,1,3,4,1,0,0,8,0,1.8,1.8,4.8,6.5,25,123,81,0.03,0.09,0.12,0.03,0.12,0.05,0.14,0.19,0.05,0.19
ENG-Premier League,2023-24,Brentford,Yehor Yarmoliuk,UKR,MF,19,2004,27,6,688,7.6,0,0,0,0,0,0,2,0,1.0,1.0,0.1,1.1,13,35,36,0.0,0.0,0.0,0.0,0.0,0.13,0.01,0.14,0.13,0.14
ENG-Premier League,2023-24,Brentford,Yoane Wissa,COD,FW,26,1996,34,29,2493,27.7,12,3,15,12,0,0,7,0,10.6,10.6,3.9,14.5,45,48,150,0.43,0.11,0.54,0.43,0.54,0.38,0.14,0.52,0.38,0.52
ENG-Premier League,2023-24,Brighton,Adam Lallana,ENG,"MF,FW",35,1988,25,13,850,9.4,0,1,1,0,0,0,2,0,0.8,0.8,1.7,2.5,9,39,55,0.0,0.11,0.11,0.0,0.11,0.09,0.18,0.27,0.09,0.27
ENG-Premier League,2023-24,Brighton,Adam Webster,ENG,DF,28,1995,15,13,1144,12.7,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.6,16,80,2,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.05,0.03,0.05
ENG-Premier League,2023-24,Brighton,Ansu Fati,ESP,"MF,FW",20,2002,19,3,521,5.8,2,0,2,2,0,0,2,0,3.4,3.4,0.8,4.2,16,28,50,0.35,0.0,0.35,0.35,0.35,0.59,0.14,0.73,0.59,0.73
ENG-Premier League,2023-24,Brighton,Bart Verbruggen,NED,GK,20,2002,21,21,1890,21.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2023-24,Brighton,Benicio Boaitey,ENG,"FW,DF",19,2004,5,0,40,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,2,2,0.0,0.0,0.0,0.0,0.0,0.05,0.13,0.19,0.05,0.19
ENG-Premier League,2023-24,Brighton,Billy Gilmour,SCO,MF,22,2001,30,24,2120,23.6,0,1,1,0,0,0,8,1,1.0,1.0,2.0,3.0,39,193,33,0.0,0.04,0.04,0.0,0.04,0.04,0.09,0.13,0.04,0.13
ENG-Premier League,2023-24,Brighton,Carlos Baleba,CMR,MF,19,2004,27,15,1325,14.7,0,0,0,0,0,0,7,0,0.8,0.8,0.3,1.1,19,50,9,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08
ENG-Premier League,2023-24,Brighton,Danny Welbeck,ENG,"FW,MF",32,1990,29,21,1693,18.8,5,1,6,5,0,0,4,0,5.3,5.3,1.7,7.0,32,44,100,0.27,0.05,0.32,0.27,0.32,0.28,0.09,0.37,0.28,0.37
ENG-Premier League,2023-24,Brighton,Evan Ferguson,IRL,FW,18,2004,27,15,1367,15.2,6,0,6,6,0,0,1,0,4.6,4.6,0.5,5.1,13,15,62,0.4,0.0,0.4,0.4,0.4,0.3,0.04,0.34,0.3,0.34
ENG-Premier League,2023-24,Brighton,Facundo Buonanotte,ARG,"FW,MF",18,2004,27,17,1364,15.2,3,1,4,3,0,0,7,0,2.4,2.4,1.8,4.2,23,42,69,0.2,0.07,0.26,0.2,0.26,0.16,0.12,0.28,0.16,0.28
ENG-Premier League,2023-24,Brighton,Igor,BRA,DF,25,1998,24,17,1637,18.2,0,0,0,0,0,0,4,0,0.3,0.3,0.7,1.0,30,107,12,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.05,0.02,0.05
ENG-Premier League,2023-24,Brighton,Jack Hinshelwood,ENG,DF,18,2005,12,8,869,9.7,3,0,3,3,0,0,1,0,1.9,1.9,0.7,2.5,16,19,38,0.31,0.0,0.31,0.31,0.31,0.19,0.07,0.26,0.19,0.26
ENG-Premier League,2023-24,Brighton,Jakub Moder,POL,"MF,DF",24,1999,17,6,618,6.9,0,0,0,0,0,0,2,0,0.6,0.6,0.8,1.3,10,23,26,0.0,0.0,0.0,0.0,0.0,0.08,0.11,0.2,0.08,0.2
ENG-Premier League,2023-24,Brighton,James Milner,ENG,"DF,MF",37,1986,15,11,773,8.6,0,2,2,0,0,0,3,0,0.3,0.3,1.8,2.0,11,69,73,0.0,0.23,0.23,0.0,0.23,0.03,0.21,0.24,0.03,0.24
ENG-Premier League,2023-24,Brighton,Jan Paul van Hecke,NED,DF,23,2000,28,26,2369,26.3,0,0,0,0,0,0,4,0,1.2,1.2,0.9,2.1,25,147,7,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08
ENG-Premier League,2023-24,Brighton,Jason Steele,ENG,GK,32,1990,17,17,1530,17.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2023-24,Brighton,João Pedro,BRA,"FW,MF",21,2001,31,19,2045,22.7,9,3,12,5,4,5,2,0,11.9,7.9,3.8,11.7,83,92,205,0.4,0.13,0.53,0.22,0.35,0.53,0.17,0.69,0.35,0.51
ENG-Premier League,2023-24,Brighton,Joël Veltman,NED,DF,31,1992,27,17,1588,17.6,1,1,2,1,0,0,4,0,0.4,0.4,0.5,0.9,24,85,54,0.06,0.06,0.11,0.06,0.11,0.02,0.03,0.05,0.02,0.05
ENG-Premier League,2023-24,Brighton,Julio Enciso,PAR,"MF,FW",19,2004,12,5,475,5.3,0,2,2,0,0,0,2,0,1.4,1.4,1.7,3.2,28,21,29,0.0,0.38,0.38,0.0,0.38,0.27,0.32,0.59,0.27,0.59
ENG-Premier League,2023-24,Brighton,Kaoru Mitoma,JPN,FW,26,1997,19,15,1486,16.5,3,4,7,3,0,0,4,0,3.5,3.5,2.7,6.2,121,64,239,0.18,0.24,0.42,0.18,0.42,0.21,0.16,0.37,0.21,0.37
ENG-Premier League,2023-24,Brighton,Lewis Dunk,ENG,DF,31,1991,33,33,2869,31.9,3,1,4,3,0,0,7,1,3.1,3.1,0.9,4.0,33,152,13,0.09,0.03,0.13,0.09,0.13,0.1,0.03,0.12,0.1,0.12
ENG-Premier League,2023-24,Brighton,Mahmoud Dahoud,GER,MF,27,1996,9,6,452,5.0,0,1,1,0,0,0,1,1,0.2,0.2,0.9,1.1,4,11,6,0.0,0.2,0.2,0.0,0.2,0.04,0.18,0.22,0.04,0.22
ENG-Premier League,2023-24,Brighton,Mark O'Mahony,IRL,FW,18,2005,3,1,63,0.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08
ENG-Premier League,2023-24,Brighton,Odeluga Offiah,ENG,DF,20,2002,4,1,128,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,9,4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2023-24,Brighton,Pascal Groß,GER,"MF,DF",32,1991,36,34,3114,34.6,4,10,14,3,1,1,6,0,6.5,5.7,8.1,13.8,83,302,180,0.12,0.29,0.4,0.09,0.38,0.19,0.24,0.42,0.16,0.4
ENG-Premier League,2023-24,Brighton,Pervis Estupiñán,ECU,DF,25,1998,19,15,1243,13.8,2,3,5,2,0,0,4,0,1.0,1.0,3.5,4.4,47,83,88,0.14,0.22,0.36,0.14,0.36,0.07,0.25,0.32,0.07,0.32
ENG-Premier League,2023-24,Brighton,Simon Adingra,CIV,FW,21,2002,31,25,2222,24.7,6,1,7,6,0,0,3,0,4.3,4.3,3.7,8.0,111,50,278,0.24,0.04,0.28,0.24,0.28,0.17,0.15,0.32,0.17,0.32
ENG-Premier League,2023-24,Brighton,Solly March,ENG,"FW,DF",29,1994,7,7,554,6.2,3,1,4,3,0,0,1,0,2.0,2.0,1.0,2.9,14,24,44,0.49,0.16,0.65,0.49,0.65,0.32,0.16,0.47,0.32,0.47
ENG-Premier League,2023-24,Brighton,Tariq Lamptey,GHA,"DF,FW",22,2000,19,10,914,10.2,0,3,3,0,0,0,3,0,0.4,0.4,1.2,1.7,39,17,64,0.0,0.3,0.3,0.0,0.3,0.04,0.12,0.16,0.04,0.16
ENG-Premier League,2023-24,Brighton,Valentín Barco,ARG,"DF,FW",19,2004,6,3,307,3.4,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,8,14,20,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.13,0.05,0.13
ENG-Premier League,2023-24,Burnley,Aaron Ramsey,ENG,"MF,FW",20,2003,14,5,527,5.9,0,0,0,0,0,0,1,0,0.3,0.3,0.4,0.7,8,8,17,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.13,0.06,0.13
ENG-Premier League,2023-24,Burnley,Ameen Al-Dakhil,BEL,DF,21,2002,13,12,1056,11.7,1,0,1,1,0,0,1,0,1.3,1.3,0.1,1.4,7,35,9,0.09,0.0,0.09,0.09,0.09,0.11,0.01,0.12,0.11,0.12
ENG-Premier League,2023-24,Burnley,Anass Zaroury,MAR,"FW,MF",22,2000,6,1,152,1.7,0,0,0,0,0,0,0,1,0.2,0.2,0.0,0.2,2,2,12,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.12,0.1,0.12
ENG-Premier League,2023-24,Burnley,Arijanet Muric,KVX,GK,24,1998,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
ENG-Premier League,2023-24,Burnley,Benson Manuel,ANG,"MF,FW",26,1997,8,1,116,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,5,2,14,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08
ENG-Premier League,2023-24,Burnley,Charlie Taylor,ENG,DF,29,1993,28,25,2331,25.9,1,1,2,1,0,0,8,0,0.2,0.2,1.2,1.5,36,82,81,0.04,0.04,0.08,0.04,0.08,0.01,0.05,0.06,0.01,0.06
ENG-Premier League,2023-24,Burnley,Connor Roberts,WAL,DF,27,1995,14,8,823,9.1,0,1,1,0,0,0,5,1,0.0,0.0,0.2,0.2,6,38,13,0.0,0.11,0.11,0.0,0.11,0.0,0.02,0.02,0.0,0.02
ENG-Premier League,2023-24,Burnley,Dara O'Shea,IRL,DF,24,1999,33,32,2892,32.1,3,4,7,3,0,0,5,1,0.7,0.7,2.0,2.7,32,122,10,0.09,0.12,0.22,0.09,0.22,0.02,0.06,0.08,0.02,0.08
ENG-Premier League,2023-24,Burnley,David Datro Fofana,CIV,FW,20,2002,15,10,879,9.8,4,1,5,4,0,0,1,0,4.5,4.5,1.8,6.4,21,15,39,0.41,0.1,0.51,0.41,0.51,0.46,0.19,0.65,0.46,0.65
ENG-Premier League,2023-24,Burnley,Han-Noah Massengo,FRA,"MF,DF",22,2001,3,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2023-24,Burnley,Hannes Delcroix,BEL,DF,24,1999,12,5,589,6.5,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.6,2,18,6,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.09,0.05,0.09
ENG-Premier League,2023-24,Burnley,Hjalmar Ekdal,SWE,DF,24,1998,8,5,437,4.9,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.1,5,11,1,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.03
ENG-Premier League,2023-24,Burnley,Jack Cork,ENG,MF,34,1989,4,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2023-24,Burnley,Jacob Bruun Larsen,DEN,"MF,FW",24,1998,32,16,1249,13.9,6,0,6,5,1,1,1,0,5.0,4.2,1.5,5.7,61,38,146,0.43,0.0,0.43,0.36,0.36,0.36,0.1,0.46,0.3,0.41
ENG-Premier League,2023-24,Burnley,James Trafford,ENG,GK,20,2002,28,28,2520,28.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2023-24,Burnley,Jay Rodriguez,ENG,FW,34,1989,21,7,822,9.1,2,1,3,1,1,1,0,0,3.5,2.7,0.2,2.9,2,17,28,0.22,0.11,0.33,0.11,0.22,0.38,0.02,0.4,0.3,0.32
ENG-Premier League,2023-24,Burnley,Jordan Beyer,GER,DF,23,2000,15,15,1234,13.7,0,1,1,0,0,0,6,0,0.5,0.5,0.3,0.8,9,25,1,0.0,0.07,0.07,0.0,0.07,0.04,0.02,0.06,0.04,0.06
ENG-Premier League,2023-24,Burnley,Josh Brownhill,ENG,MF,27,1995,33,23,2252,25.0,4,2,6,4,0,0,4,1,1.9,1.9,2.1,4.0,19,90,36,0.16,0.08,0.24,0.16,0.24,0.08,0.08,0.16,0.08,0.16
ENG-Premier League,2023-24,Burnley,Josh Cullen,IRL,MF,27,1996,25,23,2057,22.9,2,3,5,2,0,0,9,0,0.6,0.6,1.8,2.4,22,123,22,0.09,0.13,0.22,0.09,0.22,0.03,0.08,0.11,0.03,0.11
ENG-Premier League,2023-24,Burnley,Jóhann Berg Guðmundsson,ISL,"MF,FW",32,1990,26,12,1192,13.2,1,3,4,1,0,0,2,0,1.9,1.9,2.7,4.5,13,59,69,0.08,0.23,0.3,0.08,0.3,0.14,0.2,0.34,0.14,0.34
ENG-Premier League,2023-24,Burnley,Lorenz Assignon,TOG,DF,23,2000,15,15,1234,13.7,1,2,3,1,0,0,5,1,0.4,0.4,2.6,3.0,38,34,57,0.07,0.15,0.22,0.07,0.22,0.03,0.19,0.22,0.03,0.22
ENG-Premier League,2023-24,Burnley,Luca Koleosho,ITA,"MF,FW",18,2004,15,13,974,10.8,1,1,2,1,0,0,0,0,2.0,2.0,1.3,3.3,53,19,82,0.09,0.09,0.18,0.09,0.18,0.18,0.12,0.3,0.18,0.3
ENG-Premier League,2023-24,Burnley,Lyle Foster,RSA,"FW,MF",22,2000,24,22,1899,21.1,5,3,8,5,0,0,0,1,4.5,4.5,1.9,6.4,55,37,104,0.24,0.14,0.38,0.24,0.38,0.21,0.09,0.3,0.21,0.3
ENG-Premier League,2023-24,Burnley,Maxime Estève,FRA,DF,21,2002,16,15,1309,14.5,0,0,0,0,0,0,6,0,0.3,0.3,0.0,0.3,15,40,3,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
ENG-Premier League,2023-24,Burnley,Michael Obafemi,IRL,"FW,MF",23,2000,2,0,20,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.4
ENG-Premier League,2023-24,Burnley,Mike Trésor,BEL,"FW,MF",24,1999,16,3,420,4.7,0,0,0,0,0,0,0,0,0.5,0.5,0.4,0.9,15,10,31,0.0,0.0,0.0,0.0,0.0,0.1,0.08,0.18,0.1,0.18
ENG-Premier League,2023-24,Burnley,Nathan Redmond,ENG,"FW,MF",29,1994,12,0,142,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,7,8,22,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.19
ENG-Premier League,2023-24,Burnley,Sander Berge,NOR,MF,25,1998,37,34,3005,33.4,1,2,3,1,0,0,10,1,1.9,1.9,2.4,4.3,64,164,29,0.03,0.06,0.09,0.03,0.09,0.06,0.07,0.13,0.06,0.13
ENG-Premier League,2023-24,Burnley,Vitinho,BRA,"DF,MF",24,1999,32,26,2314,25.7,0,2,2,0,0,0,1,0,1.6,1.6,1.3,2.9,59,66,110,0.0,0.08,0.08,0.0,0.08,0.06,0.05,0.11,0.06,0.11
ENG-Premier League,2023-24,Burnley,Wilson Odobert,FRA,"MF,FW",18,2004,29,25,2098,23.3,3,2,5,3,0,0,3,0,2.8,2.8,3.3,6.1,102,58,123,0.13,0.09,0.21,0.13,0.21,0.12,0.14,0.26,0.12,0.26
ENG-Premier League,2023-24,Burnley,Zeki Amdouni,SUI,FW,22,2000,34,27,1953,21.7,5,1,6,4,1,1,2,0,5.8,5.0,1.4,6.5,63,49,93,0.23,0.05,0.28,0.18,0.23,0.27,0.07,0.33,0.23,0.3
ENG-Premier League,2023-24,Chelsea,Alex Matos,ENG,MF,18,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2023-24,Chelsea,Alfie Gilchrist,ENG,DF,19,2003,11,2,207,2.3,1,0,1,1,0,0,1,0,0.3,0.3,0.0,0.3,1,7,4,0.43,0.0,0.43,0.43,0.43,0.14,0.0,0.14,0.14,0.14
ENG-Premier League,2023-24,Chelsea,Armando Broja,ALB,FW,21,2001,13,6,454,5.0,1,0,1,1,0,0,0,0,2.4,2.4,0.2,2.5,11,6,37,0.2,0.0,0.2,0.2,0.2,0.47,0.03,0.5,0.47,0.5
ENG-Premier League,2023-24,Chelsea,Axel Disasi,FRA,DF,25,1998,31,29,2579,28.7,2,0,2,2,0,0,6,0,2.4,2.4,0.3,2.7,30,112,21,0.07,0.0,0.07,0.07,0.07,0.08,0.01,0.09,0.08,0.09
ENG-Premier League,2023-24,Chelsea,Ben Chilwell,ENG,DF,26,1996,13,9,756,8.4,0,1,1,0,0,0,5,0,1.2,1.2,2.2,3.4,22,25,59,0.0,0.12,0.12,0.0,0.12,0.14,0.26,0.41,0.14,0.41
ENG-Premier League,2023-24,Chelsea,Benoît Badiashile,FRA,DF,22,2001,18,15,1338,14.9,0,1,1,0,0,0,3,0,0.3,0.3,1.5,1.8,3,46,3,0.0,0.07,0.07,0.0,0.07,0.02,0.1,0.12,0.02,0.12
ENG-Premier League,2023-24,Chelsea,Carney Chukwuemeka,ENG,"MF,FW",19,2003,9,2,227,2.5,1,1,2,1,0,0,2,0,0.2,0.2,0.3,0.5,4,12,19,0.4,0.4,0.79,0.4,0.79,0.06,0.13,0.19,0.06,0.19
ENG-Premier League,2023-24,Chelsea,Cesare Casadei,ITA,"FW,MF",20,2003,11,0,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12
ENG-Premier League,2023-24,Chelsea,Christopher Nkunku,FRA,"FW,MF",25,1997,11,2,443,4.9,3,0,3,3,0,0,0,0,2.3,2.3,0.2,2.5,10,19,35,0.61,0.0,0.61,0.61,0.61,0.47,0.05,0.52,0.47,0.52
ENG-Premier League,2023-24,Chelsea,Cole Palmer,ENG,"FW,MF",21,2002,33,29,2607,29.0,22,11,33,13,9,9,7,0,18.2,11.1,11.1,22.2,117,197,195,0.76,0.38,1.14,0.45,0.83,0.63,0.38,1.01,0.38,0.77
ENG-Premier League,2023-24,Chelsea,Conor Gallagher,ENG,MF,23,2000,37,37,3128,34.8,5,7,12,5,0,0,9,1,4.2,4.2,5.0,9.2,62,172,122,0.14,0.2,0.35,0.14,0.35,0.12,0.15,0.27,0.12,0.27
ENG-Premier League,2023-24,Chelsea,Deivid Washington,BRA,"DF,FW",18,2005,2,0,13,0.1,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,0,0,1,0.0,0.0,0.0,0.0,0.0,3.23,0.0,3.23,3.23,3.23
ENG-Premier League,2023-24,Chelsea,Enzo Fernández,ARG,MF,22,2001,28,26,2209,24.5,3,2,5,2,1,2,7,0,6.2,4.6,3.4,8.0,52,210,54,0.12,0.08,0.2,0.08,0.16,0.25,0.14,0.39,0.19,0.33
ENG-Premier League,2023-24,Chelsea,Ian Maatsen,NED,"FW,MF",21,2002,12,1,209,2.3,0,0,0,0,0,0,1,0,0.8,0.8,0.1,0.9,9,8,15,0.0,0.0,0.0,0.0,0.0,0.35,0.04,0.39,0.35,0.39
ENG-Premier League,2023-24,Chelsea,Jimi Tauriainen,ENG,FW,19,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2023-24,Chelsea,Joshua Acheampong,ENG,DF,17,2006,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2023-24,Chelsea,Lesley Ugochukwu,FRA,MF,19,2004,12,3,301,3.3,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,8,17,3,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
ENG-Premier League,2023-24,Chelsea,Levi Colwill,ENG,DF,20,2003,23,20,1797,20.0,1,1,2,1,0,0,2,0,1.3,1.3,1.2,2.5,23,73,27,0.05,0.05,0.1,0.05,0.1,0.06,0.06,0.12,0.06,0.12
ENG-Premier League,2023-24,Chelsea,Malo Gusto,FRA,DF,20,2003,27,19,1751,19.5,0,6,6,0,0,0,7,1,0.9,0.9,4.3,5.2,78,86,135,0.0,0.31,0.31,0.0,0.31,0.05,0.22,0.27,0.05,0.27
ENG-Premier League,2023-24,Chelsea,Marc Cucurella,ESP,DF,25,1998,21,20,1782,19.8,0,2,2,0,0,0,10,0,1.1,1.1,1.1,2.2,31,50,73,0.0,0.1,0.1,0.0,0.1,0.06,0.05,0.11,0.06,0.11
ENG-Premier League,2023-24,Chelsea,Mason Burstow,ENG,FW,19,2003,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2023-24,Chelsea,Moisés Caicedo,ECU,MF,21,2001,35,33,2866,31.8,1,3,4,1,0,0,11,0,0.4,0.4,2.6,3.0,27,173,27,0.03,0.09,0.13,0.03,0.13,0.01,0.08,0.09,0.01,0.09
ENG-Premier League,2023-24,Chelsea,Mykhailo Mudryk,UKR,FW,22,2001,31,18,1576,17.5,5,2,7,5,0,0,5,0,4.4,4.4,4.1,8.5,92,45,139,0.29,0.11,0.4,0.29,0.4,0.25,0.23,0.48,0.25,0.48
ENG-Premier League,2023-24,Chelsea,Nicolas Jackson,SEN,FW,22,2001,35,31,2799,31.1,14,5,19,14,0,0,10,0,18.6,18.6,4.3,22.9,70,67,200,0.45,0.16,0.61,0.45,0.61,0.6,0.14,0.74,0.6,0.74
ENG-Premier League,2023-24,Chelsea,Noni Madueke,ENG,FW,21,2002,23,13,1053,11.7,5,2,7,4,1,1,2,0,2.5,1.7,2.6,4.3,76,52,136,0.43,0.17,0.6,0.34,0.51,0.21,0.23,0.44,0.14,0.37
ENG-Premier League,2023-24,Chelsea,Raheem Sterling,ENG,"FW,MF",28,1994,31,22,1978,22.0,8,4,12,8,0,0,7,0,6.5,6.5,4.5,11.0,120,78,242,0.36,0.18,0.55,0.36,0.55,0.29,0.2,0.5,0.29,0.5
ENG-Premier League,2023-24,Chelsea,Reece James,ENG,DF,23,1999,10,5,419,4.7,0,2,2,0,0,0,2,2,0.3,0.3,1.7,2.1,19,21,35,0.0,0.43,0.43,0.0,0.43,0.07,0.37,0.44,0.07,0.44
ENG-Premier League,2023-24,Chelsea,Robert Sánchez,ESP,GK,25,1997,16,16,1433,15.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2023-24,Chelsea,Roméo Lavia,BEL,MF,19,2004,1,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2023-24,Chelsea,Thiago Silva,BRA,DF,38,1984,31,28,2527,28.1,3,1,4,3,0,0,4,0,0.8,0.8,1.0,1.8,2,102,5,0.11,0.04,0.14,0.11,0.14,0.03,0.04,0.06,0.03,0.06
ENG-Premier League,2023-24,Chelsea,Trevoh Chalobah,ENG,DF,24,1999,13,10,952,10.6,1,0,1,1,0,0,1,0,0.2,0.2,0.1,0.3,5,31,9,0.09,0.0,0.09,0.09,0.09,0.02,0.01,0.02,0.02,0.02
ENG-Premier League,2023-24,Chelsea,Đorđe Petrović,SRB,GK,23,1999,23,22,1987,22.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
